text,nile
Please add a firewall,define intent uniIntent: for endpoint('network') add middlebox('firewall')
"Add firewall and intrusion detection from gateway to backend for client B, with latency less than 10ms and 100mbps of bandwidth, and allow HTTPS only, everyday from 09:00 to 18:00","define intent uniIntent: from endpoint('gateway') to endpoint('backend') add middlebox('firewall'), middlebox('ids') allow protocol('https'), protocol('everyday') set bandwidth('max', '10', 'mbps') start hour('09:00') end hour('18:00')"
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
Please make traffic coming from the Internet pass through a firewall.,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
Limit bandwidth usage to 50 mbps for professors.,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
Students can download up to 10 GB per week of data.,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
create a VLAN for the HR department and assign it to a specific set of switch ports.,define intent uniIntent: for endpoint('HR')  add middlebox('VLAN')
Students can download up to 10 GB per week of data.,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
"Hey Lumi, please block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
"""Please make traffic coming from the Internet pass through a firewall.""",define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
"""Limit bandwidth usage to 50 mbps for professors.""","define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
"""Students can download up to 10 GB per week of data.""","define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
Run a virus check on all university machines,define intent uniIntent: for traffic('all')
generate an IP address for my PC,define intent uniIntent: for endpoint('pc') add middlebox('ips')
Increase bandwidth usage to 60 mbps for staff,define intent uniIntent: for group('staff') 
limit bandwidth usage to 50mbps for staff,"define intent uniIntent: for group('staff') set bandwidth('max', '50', 'mbps')"
set the minimum bandwidth for staff to 60mbps,define intent uniIntent: for group('staff') 
inspect traffic for the dorm,"define intent uniIntent: for endpoint('dorm'), traffic('all') add middlebox('dpi')"
"Hey Lumi, please block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
"Please make traffic coming from the Internet pass through a firewall.""",define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
"""Limit bandwidth usage to 50 mbps for professors.""","define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
"""Students can download up to 10 GB per week of data.""","define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
"""Students should download a minimum of 10 GB per week of data.""","define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
"""Increase bandwidth usage to 50 mbps for professors.""","define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
"""Increase bandwidth usage by 50 mbps for staff.""","define intent uniIntent: for group('staff') set bandwidth('max', '50', 'mbps')"
please assign ip 192.168.10.0 to students,define intent uniIntent: for group('students') add middlebox('ips')
Generate an IP address for lab PC,define intent uniIntent: for endpoint('labs') add middlebox('ips')
"For Senior Students increase their quota to 50GB, while for freshmen students set their quota to 10GB","define intent uniIntent: for group('students') set quota('download', '50', 'gb/hr'), quota('download', '10', 'gb/hr')"
Add firewall and intrusion detection from the gateway to the backend for client B with atleast 100 mbps of bandwidth and allow https only,"define intent uniIntent: from endpoint('gateway') to endpoint('backend') add middlebox('firewall'), middlebox('ids') allow protocol('https') set bandwidth('max', '100', 'mbps')"
remove firewall and intrusion detection from the gateway to the backend for client B with atleast 100 mbps of bandwidth and allow https only,"define intent uniIntent: from endpoint('gateway') to endpoint('backend') remove middlebox('firewall'), middlebox('ids') allow protocol('https') set bandwidth('max', '100', 'mbps')"
Add firewall and intrusion detection from the gateway to the backend for client B with max100 mbps of bandwidth and allow https only,"define intent uniIntent: from endpoint('gateway') to endpoint('backend') add middlebox('firewall'), middlebox('ids') allow protocol('https') set bandwidth('max', '100', 'mbps')"
request  a max latency of 500 ms for network traffic from sdwan site A to sdwan site B,define intent uniIntent: for endpoint('network') add middlebox('ms') 
request a max latency of 500 ms for traffic from site 1 to site 2,define intent uniIntent: for endpoint('network') 
guarantee a max 500 latency for traffic from site1 to site 2,define intent uniIntent: for traffic('all') 
provision  minimum of  500 mbps for traffic from site1 to site 2,"define intent uniIntent: for endpoint('network') set bandwidth('min', '500', 'mbps')"
"""Limit bandwidth usage to 50 mbps for professors.""","define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
please deploy a firewall and IDS in the dorms of the female students,"define intent uniIntent: for endpoint('dorms'), group('students') add middlebox('firewall'), middlebox('ids')"
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
please drop traffic from 5pm to 4am,define intent uniIntent: for endpoint('network') start hour('17:00') end hour('04:00')
hey lumi please forbid traffic from 5pm to 4am,define intent uniIntent: for endpoint('network') start hour('17:00') end hour('04:00')
students cannot use network from 4am to 5pm,define intent uniIntent: for group('students') start hour('04:00') end hour('17:00')
"Students can download up to 10 GB per week of data.""","define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
please block traffic for all students.,define intent uniIntent: for group('students') block traffic('all')
please block traffic for all students from 5pm to 4am.,define intent uniIntent: for group('students') block traffic('all') start hour('17:00') end hour('04:00')
Limit bandwidth usage to 50 mbps for professors,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
"""Students can download up to 10 GB per week of data.""","define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
"please lumi, forward all internet traffic to the DPI then to labs",define intent uniIntent: from endpoint('gateway') to endpoint('labs') add middlebox('dpi')
stop traffic from dorms,define intent uniIntent: for endpoint('dorms') 
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
stop traffic coming from the Internet pass through a firewall,define intent uniIntent: for endpoint('gateway')  add middlebox('firewall')
please block traffic for all students,define intent uniIntent: for group('students') block traffic('all')
"please lumi, limit torrent bandwidth to 100 Mbps","define intent uniIntent: for endpoint('network') set bandwidth('max', '100', 'mbps')"
Limit torrent bandwidth to 100mbps,"define intent uniIntent: for endpoint('network') set bandwidth('max', '100', 'mbps')"
"please lumi, block students f2movies traffic from internet to labs",define intent uniIntent: from endpoint('gateway') to endpoint('labs') block service('F2movies')
Block f2movies for students in labs,"define intent uniIntent: for group('students'), endpoint('labs') block service('F2movies')"
Set a 100 Mbps the bandwidth limit for Torrent traffic from Internet to Guests,"define intent uniIntent: for group('guests'), endpoint('gateway'), traffic('torrent') set bandwidth('max', '100', 'mbps')"
Set 5 GBps as bandwidth limit for the servers from 4pm to 7pm,"define intent uniIntent: for endpoint('servers') set bandwidth('max', '5', 'gbps') start hour('16:00') end hour('19:00')"
"hey Lumi, limit to 100 Mbps the traffic to Guest","define intent uniIntent: for group('guests'), traffic('all') set bandwidth('max', '100', 'mbps')"
"Hey Lumi, block the F2movies traffic for all students in the labs","define intent uniIntent: for group('students'), endpoint('labs') block service('F2movies')"
"Hey Lumi, block facebook traffic",define intent uniIntent: for endpoint('network') block service('facebook')
please make crack coming from the internet's best for a firewall,"define intent uniIntent: for endpoint('gateway') add middlebox('best'), middlebox('firewall')"
set a 10 GB per week download quota for students in dorms,"define intent uniIntent: for group('students'), endpoint('dorms') set quota('download', '10', 'gb/wk')"
